losses/entropy,global_step,losses/clipfrac,charts/learning_rate,_runtime,losses/value_loss,_step,_timestamp,losses/old_approx_kl,losses/explained_variance,charts/episodic_length,losses/approx_kl,charts/episodic_return,losses/policy_loss,charts/SPS
0.19789336621761322,371968,0.0,7.688171899644658e-05,335.4551703929901,0.0002745477540884167,4562,1763260346.1312933,0.003662528470158577,0.9974892735481262,,0.00011936388909816742,,-0.0008763596415519714,1119.0
0.16781677305698395,373376,0.0859375,7.603686390211806e-05,336.69649481773376,3.147504321532324e-05,4576,1763260347.3726177,0.04328259453177452,0.9979466795921326,,0.011495590209960938,,-0.04821629077196121,1119.0
0.1499900221824646,377216,0.01953125,7.373272092081606e-05,340.05567169189453,0.0008526402525603771,4613,1763260350.7317946,0.013507958501577377,0.99894779920578,,0.005856866016983986,,-0.013969160616397858,1119.0
0.17095842957496643,378496,0.091796875,7.296467083506286e-05,341.17143988609314,0.0003247878048568964,4626,1763260351.8475628,-0.009073261171579361,0.9989152550697327,,0.045270100235939026,,0.04802625626325607,1119.0
0.18181701004505157,379392,0.025390625,7.242703577503562e-05,341.9873960018158,0.0001870879204943776,4635,1763260352.663519,0.01534094475209713,0.9983989596366882,,0.003335045650601387,,-0.03526850789785385,1119.0
0.08128240704536438,380032,0.052734375,7.204301073215902e-05,342.52366185188293,0.00024668299010954797,4641,1763260353.1997848,0.04428526759147644,0.9989191889762878,,0.023141290992498398,,-0.042415864765644073,1119.0
0.18393833935260773,380288,0.087890625,7.188940071500838e-05,342.7741734981537,125.36514282226562,4644,1763260353.4502964,-0.0004343818873167038,0.25660741329193115,,0.0381702184677124,,0.0032948292791843414,1119.0
0.09709326922893524,382080,0.072265625,7.08141305949539e-05,344.3732240200043,0.0009709781152196229,4661,1763260355.049347,0.06486769765615463,0.9958636164665222,,0.031689852476119995,,-0.05673179775476456,1119.0
0.1291721612215042,383488,0.056640625,6.996927550062537e-05,345.6065032482147,0.00017620905418880284,4675,1763260356.2826262,0.023265449330210686,0.9995180368423462,,0.006487265229225159,,-0.024646006524562836,1119.0
0.15755094587802887,385152,0.0703125,6.897081766510382e-05,347.13131976127625,0.0005080649279989302,4691,1763260357.8074427,0.00700831413269043,0.9994015693664551,,0.005186140537261963,,-0.009082609787583351,1119.0
0.09289400279521942,386944,0.005859375,6.789554754504934e-05,348.7132194042206,6.236147601157427e-05,4709,1763260359.3893423,0.001852540299296379,0.9994530081748962,,0.002222912386059761,,-0.008163124322891235,1119.0
0.1895078420639038,387328,0.07421875,6.766513251932338e-05,349.07038927078247,0.0010268784826621413,4713,1763260359.7465122,0.017800167202949524,0.27283114194869995,,0.01427471823990345,,-0.018985401839017868,1119.0
0.21563301980495453,389888,0.0078125,6.612903234781697e-05,351.3697943687439,3.885612022713758e-05,4738,1763260362.0459173,0.009649623185396194,0.9990699887275696,,0.0038079451769590378,,-0.031009264290332794,1119.0
0.15830214321613312,390016,0.0,6.605222733924165e-05,351.48047828674316,9.786862938199192e-05,4739,1763260362.1566012,-0.0003001634031534195,0.9997185468673706,,0.0003665853291749954,,0.004633329808712006,1119.0
,390227,,,351.62210035324097,,4741,1763260362.2982233,,,500.0,,500.0,,
0.13627441227436066,390400,0.01953125,6.582181231351569e-05,351.81804943084717,4.1748433432076126e-05,4743,1763260362.4941723,0.00282929465174675,0.999372124671936,,0.003277936950325966,,-0.01536470651626587,1119.0
0.24676355719566345,393344,0.052734375,6.405529711628333e-05,354.4628310203552,0.0016377021092921495,4772,1763260365.138954,-0.0054716067388653755,0.33539098501205444,,0.012492778711020947,,-0.03166835755109787,1119.0
0.17524445056915283,394752,0.0,6.32104420219548e-05,355.723726272583,0.0033217454329133034,4786,1763260366.3998492,-0.008983243256807327,0.3488532304763794,,0.0008809603750705719,,0.0005732439458370209,1119.0
0.174701988697052,394880,0.02734375,6.313363701337948e-05,355.8324637413025,2.9617920517921448e-05,4787,1763260366.5085866,0.0014277566224336624,0.9990471601486206,,0.0056615956127643585,,-0.00790150836110115,1119.0
0.22219814360141754,395008,0.0,6.305683200480416e-05,355.9430658817291,0.00011015461495844647,4788,1763260366.6191888,-0.002156817354261875,0.9994939565658569,,0.0002538328990340233,,0.0012625455856323242,1119.0
0.15229405462741852,395776,0.0234375,6.259600922930986e-05,356.64289927482605,0.0015931258676573634,4796,1763260367.3190222,-0.02135573886334896,0.3980553150177002,,0.008411606773734093,,0.007793968543410301,1119.0
0.1498570442199707,396160,0.0,6.23655942035839e-05,356.97377038002014,0.0003993944264948368,4799,1763260367.6498933,-0.007221916690468788,0.9994051456451416,,0.0006546266376972198,,0.0070785656571388245,1119.0
0.24880877137184143,397184,0.09375,6.175115413498133e-05,357.8995666503906,0.0006355029763653874,4809,1763260368.5756896,-0.022578956559300423,0.9993651509284973,,0.02192704752087593,,-0.014089047908782959,1119.0
0.14534229040145874,397568,0.078125,6.152073910925537e-05,358.2331168651581,0.0002927120076492429,4813,1763260368.9092398,-0.012550140731036663,0.9994280934333801,,0.014339429326355457,,0.024852760136127472,1119.0
0.20614512264728546,401408,0.041015625,5.9216588851995766e-05,361.71264576911926,7.214054494397715e-05,4851,1763260372.3887687,0.06503520905971527,0.9994791746139526,,0.009215865284204483,,-0.049610868096351624,1119.0
,403727,,,363.79595828056335,,4874,1763260374.4720812,,,500.0,,500.0,,
0.2154303789138794,404224,0.078125,5.752688230131753e-05,364.23112750053406,0.001253660535439849,4878,1763260374.9072504,-0.008405396714806557,0.9994416236877441,,0.02872837893664837,,0.004907049238681793,1119.0
0.13611353933811188,404608,0.01171875,5.729646727559157e-05,364.5624620914459,0.00011203456233488396,4882,1763260375.238585,0.01433807983994484,0.9997149109840393,,0.003571603447198868,,-0.014375768601894379,1119.0
0.21111233532428741,408448,0.01171875,5.499232065631077e-05,368.02873396873474,6.703472172375768e-05,4920,1763260378.7048569,0.012255990877747536,0.9990564584732056,,0.0068562813103199005,,-0.036048322916030884,1119.0
,409727,,,369.1113600730896,,4932,1763260379.787483,,,500.0,,500.0,,
0.21008987724781036,409728,0.0,5.4224270570557564e-05,369.1851806640625,0.0010215477086603642,4933,1763260379.8613036,0.010720256716012955,0.2087664008140564,,0.0003940798342227936,,0.002192296087741852,1119.0
0.1835249662399292,410368,0.0234375,5.384024552768096e-05,369.7441418170929,1.2823336874134839e-05,4939,1763260380.4202647,0.01971672847867012,0.999440610408783,,0.003985946998000145,,-0.007684603333473206,1119.0
0.15827828645706177,411136,0.0,5.337941547622904e-05,370.44171380996704,0.0003003337769769132,4946,1763260381.1178367,0.006131554022431374,0.9995935559272766,,0.000647418200969696,,-0.001045476645231247,1119.0
0.13306467235088348,411776,0.0390625,5.299539043335244e-05,371.03086018562317,0.004354285541921854,4953,1763260381.706983,0.02092919684946537,0.30056631565093994,,0.008269165642559528,,-0.03147585690021515,1119.0
0.14219778776168823,412288,0.02734375,5.268817039905116e-05,371.4757647514343,0.0010865427320823073,4958,1763260382.1518877,0.011958989314734936,0.24596863985061646,,0.0015418017283082008,,-0.008653854951262474,1119.0
0.10528465360403061,412800,0.0,5.2380954002728686e-05,371.9209289550781,118.66381072998047,4963,1763260382.5970519,0.0003738217055797577,0.3848554491996765,,0.0005654040724039078,,0.0001300610601902008,1119.0
0.13537882268428802,413696,0.001953125,5.1843318942701444e-05,372.73278164863586,0.0005945240845903754,4971,1763260383.4089046,0.004350066184997559,0.9992980360984802,,0.000331684947013855,,-0.005258509889245033,1119.0
,413727,,,372.7469599246979,,4972,1763260383.4230828,,,500.0,,500.0,,
0.23260338604450226,414336,0.037109375,5.145929389982484e-05,373.3214282989502,0.0010942324297502637,4978,1763260383.9975512,0.0037147626280784607,0.2997613549232483,,0.004485756158828735,,-0.02109965682029724,1119.0
0.26657629013061523,414720,0.1119791641831398,5.122887887409888e-05,373.63718700408936,0.0023988368920981884,4981,1763260384.31331,0.06901568919420242,0.9958176016807556,,0.038629744201898575,,-0.08370111882686615,1119.0
0.17932286858558655,415488,0.00390625,5.076804882264696e-05,374.3389985561371,0.00011511516640894115,4989,1763260385.0151215,0.019082743674516678,0.99953693151474,,0.003220745362341404,,-0.042137257754802704,1119.0
0.15613026916980743,416000,0.013671875,5.046082878834568e-05,374.78369903564453,9.129003592533991e-05,4994,1763260385.459822,0.02385888248682022,0.999454915523529,,0.004985555075109005,,-0.034124329686164856,1119.0
0.16537530720233917,417408,0.017578125,4.961597369401716e-05,376.03700041770935,4.698890552390367e-05,5008,1763260386.7131233,0.0244472473859787,0.9994959235191345,,0.0038226181641221046,,-0.028185933828353882,1119.0
0.10305823385715485,417920,0.0,4.930875729769468e-05,376.5202751159668,4.977246862836182e-05,5013,1763260387.196398,0.0007291920483112335,0.9990637898445129,,1.3753771781921387e-05,,0.0010155662894248962,1119.0
0.26137810945510864,418176,0.109375,4.915514728054404e-05,376.76746010780334,0.0009242290398105979,5015,1763260387.443583,0.011062904261052608,0.9979574680328369,,0.04126260429620743,,-0.05094724893569946,1119.0
0.15022163093090057,420608,0.041015625,4.769585211761296e-05,378.92190766334534,0.0005339160561561584,5039,1763260389.5980306,0.007727843709290028,0.9989843368530273,,0.015565796755254269,,-0.03326495364308357,1119.0
0.10958325117826462,423808,0.001953125,4.577573054120876e-05,381.8247480392456,0.00136063271202147,5071,1763260392.500871,0.009750526398420334,0.4635862112045288,,0.0015074852854013443,,-0.012362513691186905,1118.0
0.23761406540870667,428544,0.01953125,4.293394886190072e-05,386.0767710208893,0.00020654410764109343,5117,1763260396.752894,0.01001347228884697,0.999347448348999,,0.002724267542362213,,-0.01747693121433258,1118.0
0.22229072451591492,429056,0.0234375,4.2626728827599436e-05,386.52179431915283,0.0001457640464650467,5122,1763260397.1979172,0.012397750280797482,0.9996436238288879,,0.005343222059309483,,-0.011383689939975739,1118.0
0.17924188077449799,429568,0.0,4.2319508793298155e-05,387.00081419944763,0.0001261259603779763,5127,1763260397.676937,-0.0012064166367053986,0.9996110200881958,,1.7240643501281738e-05,,0.0013035312294960022,1118.0
0.2374725043773651,429696,0.0,4.2242703784722835e-05,387.11189699172974,0.0005035200156271458,5128,1763260397.78802,0.0011115865781903267,0.9996557235717773,,0.0011727577075362206,,-0.002759329043328762,1118.0
0.1272253543138504,430848,0.03125,4.155145870754495e-05,388.14459681510925,0.0025348379276692867,5140,1763260398.8207197,0.03148943930864334,0.2674948573112488,,0.003240590915083885,,-0.012934891507029533,1118.0
0.16421468555927277,431488,0.0,4.116743366466835e-05,388.73075127601624,5.315554153639823e-05,5146,1763260399.4068742,-0.004651491530239582,0.9991545677185059,,0.0006369473412632942,,0.0028395093977451324,1118.0
0.12110424786806107,431872,0.0078125,4.093701863894239e-05,389.06531405448914,2.253649836347904e-05,5150,1763260399.741437,0.0006872238591313362,0.9991722106933594,,0.0006808387115597725,,0.0011308547109365463,1118.0
0.13479237258434296,432000,0.009765625,4.086021363036707e-05,389.175977230072,0.00020125909941270947,5151,1763260399.8521001,0.01118412148207426,0.9990155100822449,,0.0010070977732539177,,-0.02204202488064766,1118.0
,433227,,,390.24185371398926,,5163,1763260400.9179766,,,500.0,,500.0,,
0.06668149679899216,433408,0.0,4.0015362174017355e-05,390.437447309494,2.5552755687385798e-05,5165,1763260401.1135702,0.005838785320520401,0.9990540742874146,,0.0003188271075487137,,-0.010588869452476501,1118.0
0.1761048287153244,436608,0.001953125,3.809523695963435e-05,393.31935811042786,0.00040506297955289483,5196,1763260403.995481,-0.006201423704624176,0.9991095066070557,,0.0016754958778619766,,-0.005854986608028412,1118.0
,436727,,,393.3588855266571,,5197,1763260404.0350084,,,500.0,,500.0,,
0.20166398584842682,440832,0.013671875,3.556067531462759e-05,397.134033203125,0.0004665571905206889,5238,1763260407.810156,0.0013338634744286537,0.1478169560432434,,0.0014527412131428719,,-0.02563503012061119,1118.0
0.16849464178085327,440960,0.01171875,3.548387030605227e-05,397.24438762664795,7.807348447386175e-05,5239,1763260407.9205105,0.009155599400401115,0.9991265535354614,,0.004027307033538818,,-0.03375721350312233,1118.0
0.14630892872810364,441472,0.0,3.5176650271750987e-05,397.69262409210205,7.358408765867352e-05,5244,1763260408.368747,-5.863606929779053e-05,0.9992144703865051,,0.0006111916154623032,,-0.003352329134941101,1118.0
,442227,,,398.32422280311584,,5251,1763260409.0003457,,,500.0,,500.0,,
0.10761864483356476,442624,0.021484375,3.448540883255191e-05,398.7290222644806,0.0005496624507941306,5255,1763260409.4051452,-0.006553245708346367,0.9992270469665527,,0.002487432211637497,,0.0037962719798088074,1118.0
0.17976394295692444,442880,0.0,3.433179881540127e-05,398.95305013656616,2.3102980776457116e-05,5258,1763260409.629173,0.00456997100263834,0.9990260004997253,,0.00036579836159944534,,-0.009184211492538452,1118.0
0.1099223718047142,443776,0.0,3.379416375537403e-05,399.7668421268463,0.0014742061030119658,5267,1763260410.442965,0.003509892150759697,0.3471904397010803,,0.0005418118089437485,,0.0027504563331604004,1118.0
,445227,,,401.0420742034912,,5281,1763260411.718197,,,500.0,,500.0,,
,447227,,,402.8078947067261,,5300,1763260413.4840176,,,500.0,,500.0,,
0.16524270176887512,449408,0.001953125,3.0414747016038746e-05,404.8444700241089,1.1417639143473934e-05,5322,1763260415.520593,-0.011622883379459381,0.9994989633560181,,0.001077219843864441,,0.028247103095054626,1118.0
0.1643153578042984,450048,0.005859375,3.0030721973162144e-05,405.4308271408081,0.0001885997917270288,5328,1763260416.10695,-0.0015131160616874695,0.9990507364273071,,0.0035608652979135513,,-0.004790682345628738,1118.0
0.13137920200824738,453248,0.017578125,2.8110598577768542e-05,408.2805976867676,0.0055844224989414215,5360,1763260418.9567206,0.0244244746863842,0.14545273780822754,,0.001814868301153183,,-0.03290684521198273,1118.0
0.1529722958803177,453504,0.0,2.79569885606179e-05,408.5412940979004,4.935355536872521e-05,5362,1763260419.217417,-0.0042214179411530495,0.9994887113571167,,0.0010928483679890633,,0.003973674029111862,1118.0
,456227,,,410.9563388824463,,5389,1763260421.6324618,,,500.0,,500.0,,
0.309648334980011,460416,0.0,2.380952355451882e-05,414.76437640190125,3.435635153437033e-05,5430,1763260425.4404993,0.013660665601491928,0.9989963173866272,,0.0008369311690330505,,-0.014612497761845589,1118.0
0.14080648124217987,461440,0.0,2.319508530490566e-05,415.68351316452026,5.9394154959591106e-05,5440,1763260426.359636,0.0007223095744848251,0.9994062781333923,,5.676783621311188e-05,,-0.0031029824167490005,1118.0
0.113512322306633,461568,0.013671875,2.311828029633034e-05,415.8036277294159,0.00044885650277137756,5441,1763260426.4797506,0.010372797958552837,0.9986723065376282,,0.0027796318754553795,,-0.03464710712432861,1118.0
0.19449377059936523,461696,0.0390625,2.304147528775502e-05,415.914089679718,0.000978819909505546,5442,1763260426.5902126,-0.01442142203450203,0.9988946318626404,,0.008880001492798328,,-0.02585035003721714,1118.0
,461727,,,415.92598271369934,,5443,1763260426.6021056,,,500.0,,500.0,,
,462727,,,416.8396666049957,,5453,1763260427.5157895,,,500.0,,500.0,,
0.17987167835235596,462848,0.0,2.2350230210577138e-05,416.94892621040344,0.00045038043754175305,5454,1763260427.625049,-0.0071776676923036575,0.2251231074333191,,0.00040008313953876495,,0.0017861882224678993,1118.0
0.11166749894618988,464512,0.0,2.1351766918087378e-05,418.48237466812134,0.00013117410708218813,5470,1763260429.1584976,0.0045640729367733,0.9993297457695007,,0.0008327625691890717,,-0.014546886086463928,1118.0
0.09009147435426712,466944,0.0,1.9892473574145697e-05,420.65936732292175,3.530554749886505e-05,5494,1763260431.3354902,-0.0010573025792837143,0.999458372592926,,1.1466443538665771e-05,,0.0010445276275277138,1118.0
0.13284659385681152,468480,0.0,1.8970813471241854e-05,422.06099557876587,8.037193038035184e-05,5509,1763260432.7371185,0.0011266032233834267,0.9995425939559937,,0.0005505075678229332,,-0.007340379059314728,1118.0
0.1990075707435608,469376,0.0,1.8433180230204016e-05,422.8386619091034,1.663513103267178e-05,5518,1763260433.5147848,-0.0018124794587492943,0.9988201260566711,,0.00035510119050741196,,0.001189839094877243,1118.0
0.28818634152412415,470400,0.0,1.7818740161601454e-05,423.75662183761597,2.9930190066806972e-05,5528,1763260434.4327447,0.0019242819398641586,0.9988256096839905,,3.6407262086868286e-05,,0.0001327209174633026,1118.0
0.16767515242099762,470528,0.0,1.7741935153026134e-05,423.86603260040283,0.00014665575872641057,5529,1763260434.5421555,-0.0027607511729002,0.9989185333251953,,6.175599992275238e-05,,0.0017759408801794052,1118.0
,470727,,,424.0034592151642,,5531,1763260434.679582,,,500.0,,500.0,,
0.2067255973815918,473472,0.0,1.5975421774783172e-05,426.5413064956665,6.019366628606804e-05,5558,1763260437.2174294,0.0012947851791977882,0.9992865920066833,,0.00010612886399030685,,-0.005047313868999481,1118.0
0.15289226174354553,473728,0.0,1.582181175763253e-05,426.76485538482666,0.0030336538329720497,5561,1763260437.4409783,-0.0005434704944491386,0.07362008094787598,,3.880821168422699e-06,,0.0006676539778709412,1118.0
0.20130710303783417,474752,0.0,1.5207373508019373e-05,427.68932151794434,0.0027564596384763718,5571,1763260438.3654444,0.0008446983993053436,0.1987529993057251,,0.0001437310129404068,,-0.003484673798084259,1118.0
0.1249425858259201,475904,0.0,1.4516129340336192e-05,428.72098875045776,2.4189092073356733e-05,5582,1763260439.3971117,4.624947905540466e-05,0.9995675683021545,,4.285946488380432e-06,,0.0001142844557762146,1118.0
0.11723129451274872,476416,0.0,1.4208909306034911e-05,429.165949344635,3.519350866554305e-05,5587,1763260439.8420722,0.002299574203789234,0.9995588064193726,,4.9262307584285736e-05,,-0.0031226985156536102,1118.0
0.2580847144126892,476800,0.005859375,1.397849428030895e-05,429.5370099544525,116.69881439208984,5591,1763260440.2131329,0.015497840940952301,0.41555726528167725,,0.0031317956745624542,,0.0022412557154893875,1118.0
,477727,,,430.3592736721039,,5600,1763260441.0353966,,,500.0,,500.0,,
0.1823667287826538,480512,0.0,1.1751151760108769e-05,432.8679316043854,0.00011572433868423104,5627,1763260443.5440545,-0.0004385337233543396,0.9994408488273621,,0.00012253224849700928,,-0.0012881159782409668,1118.0
,480727,,,433.0096507072449,,5629,1763260443.6857736,,,500.0,,500.0,,
0.20966221392154694,482048,0.0,1.082949347619433e-05,434.23927116394043,0.0002279727632412687,5642,1763260444.915394,-0.0002160836011171341,0.9994735717773438,,1.710839569568634e-05,,-0.0005789399147033691,1118.0
0.2069857120513916,483072,0.0,1.0215053407591768e-05,435.1615972518921,0.00029743253253400326,5652,1763260445.8377202,0.005624650977551937,0.9994378089904785,,0.0004525883123278618,,-0.013335444033145905,1117.0
0.09803418070077896,485376,0.0,8.832565072225407e-06,437.23458337783813,1.629558755666949e-05,5675,1763260447.9107063,0.008917802013456821,0.9993941187858582,,0.00040316488593816757,,-0.012291841208934784,1117.0
0.15042346715927124,486272,0.0,8.294930921692867e-06,438.04858231544495,119.23770141601562,5684,1763260448.7247052,-0.0019000200554728508,0.33490830659866333,,4.625972360372543e-05,,-0.00037896446883678436,1117.0
0.19020207226276398,486912,0.0,7.910905878816266e-06,438.6035234928131,3.667225973913446e-05,5690,1763260449.2796464,-0.000232672318816185,0.9990068078041077,,6.332993507385254e-07,,0.0003210287541151047,1117.0
0.20332251489162445,488576,0.0,6.912442586326506e-06,440.1166582107544,0.00021477253176271915,5706,1763260450.792781,-0.0013645505532622337,0.9992703199386597,,7.120799273252487e-05,,0.0016171112656593323,1117.0
0.09389796108007431,493952,0.0,3.686635864141863e-06,444.9333117008209,4.783584154210985e-05,5759,1763260455.6094346,0.0005666390061378479,0.9994540810585022,,6.662681698799133e-06,,-0.0013509579002857208,1117.0
0.11426613479852676,494592,0.0,3.3026112760126125e-06,445.52453780174255,0.00017062162805814296,5765,1763260456.2006607,0.00018323678523302078,0.9993560910224915,,6.441958248615265e-06,,-0.00017458945512771606,1117.0
0.0856008231639862,495232,0.0,2.918586687883362e-06,446.11607551574707,0.0023766038939356804,5772,1763260456.7921984,0.00046327710151672363,0.13842827081680298,,8.307397365570068e-06,,-0.0011629816144704819,1117.0
0.22946862876415253,497408,0.0,1.6129032474054839e-06,448.037624835968,6.667839625151828e-05,5793,1763260458.7137477,0.00017304252833127975,0.9992512464523315,,6.118789315223694e-07,,-0.00019721686840057373,1117.0
0.18861053884029388,497920,0.0,1.305683554164716e-06,448.5163538455963,4.858062311541289e-05,5798,1763260459.1924767,-7.846485823392868e-05,0.9993035197257996,,9.778887033462524e-08,,9.597092866897583e-05,1117.0
0.12163782119750977,498176,0.0,1.152073764387751e-06,448.73676919937134,0.0013945663813501596,5800,1763260459.412892,-0.00016974098980426788,0.9991424083709717,,7.74674117565155e-06,,-3.869831562042236e-05,1117.0
0.12313753366470337,499584,0.0,3.072196648190584e-07,449.9913487434387,0.00019905882072634995,5814,1763260460.6674716,5.3202733397483826e-05,0.9996024966239929,,2.2351741790771484e-08,,-7.789209485054016e-05,1117.0
,499727,,,450.10912585258484,,5816,1763260460.7852488,,,500.0,,500.0,,
0.14985811710357666,499840,0.0,1.536098324095292e-07,450.2497386932373,0.00033959545544348657,5817,1763260460.9258616,5.129724740982056e-06,0.2970097064971924,,1.862645149230957e-09,,-3.809109330177307e-06,1117.0
